sample_id,latitude,longitude,state,district,soil_type,sample_date,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Carbon_pct,Bulk_Density_g_cm3,Moisture_pct,Texture_Sand_pct,Texture_Silt_pct,Texture_Clay_pct,CEC_cmol_kg,EC_dS_m,S2_B2,S2_B3,S2_B4,S2_B8,S2_B11,S2_B12,S2_NDVI,S2_SAVI,S2_BSI
908,14.6182,77.5032,Andhra Pradesh,Anantapur,red,2022-11-04,5.83,195.1,10.24,226.0,0.64,1.67,27.8,62.4,10.6,27.0,15.0,0.34,0.0462,0.0729,0.1046,0.1546,0.1026,0.0565,0.1929,0.0988,-0.062
909,14.655,77.5608,Andhra Pradesh,Anantapur,red,2023-12-21,5.61,159.4,15.26,182.3,0.33,1.66,14.7,67.0,5.6,27.4,15.0,0.19,0.0678,0.0923,0.1302,0.2249,0.2113,0.1156,0.2667,0.1661,0.0566
910,14.7177,77.624,Andhra Pradesh,Anantapur,red,2024-11-22,5.45,145.2,18.06,264.4,0.5,1.64,14.2,62.3,22.1,15.6,11.12,0.12,0.0672,0.1005,0.1216,0.2155,0.189,0.1143,0.2786,0.1683,0.0249
911,14.6709,77.6498,Andhra Pradesh,Anantapur,red,2025-05-20,6.12,218.0,7.16,339.3,0.45,1.7,20.3,51.0,33.6,15.4,10.11,0.33,0.0587,0.0917,0.1233,0.187,0.1554,0.0909,0.2053,0.1179,0.0214
912,14.7671,77.5889,Andhra Pradesh,Anantapur,red,2022-05-15,5.7,215.6,6.14,208.2,0.64,1.75,25.1,57.7,26.7,15.5,10.58,0.3,0.0534,0.0792,0.1023,0.166,0.1332,0.0623,0.2374,0.1244,-0.0218
913,14.588,77.6202,Andhra Pradesh,Anantapur,red,2023-12-04,5.81,193.6,13.23,218.3,0.36,1.61,21.1,70.0,6.5,23.5,11.47,0.31,0.0593,0.0893,0.1215,0.2044,0.1641,0.0899,0.2544,0.1506,0.0021
914,14.6247,77.6731,Andhra Pradesh,Anantapur,red,2024-12-08,5.98,136.7,15.15,218.9,0.52,1.58,21.2,51.9,18.6,29.5,15.0,0.18,0.0541,0.0902,0.1227,0.1867,0.1507,0.0794,0.2069,0.1186,0.0124
915,14.666,77.6417,Andhra Pradesh,Anantapur,red,2025-11-21,5.59,126.1,14.47,185.2,0.54,1.62,15.9,73.7,-0.8,27.1,15.0,0.3,0.0495,0.0959,0.1236,0.2134,0.1734,0.0991,0.2665,0.1609,0.0061
916,14.6286,77.6856,Andhra Pradesh,Anantapur,red,2022-05-04,5.51,192.9,18.29,326.2,0.47,1.62,19.9,50.8,27.9,21.3,10.83,0.23,0.0565,0.0929,0.1151,0.2019,0.166,0.0836,0.2738,0.1594,-0.0014
917,14.6032,77.508,Andhra Pradesh,Anantapur,red,2023-05-05,6.27,183.8,12.69,393.6,0.26,1.68,15.8,54.7,29.0,16.3,9.66,0.25,0.0657,0.0962,0.1217,0.2271,0.211,0.1278,0.3022,0.1863,0.04
918,14.6439,77.5487,Andhra Pradesh,Anantapur,red,2024-12-26,5.44,167.2,9.72,296.7,0.37,1.56,19.0,59.8,14.0,26.2,15.0,0.3,0.0628,0.086,0.1215,0.2062,0.1699,0.0859,0.2585,0.1535,0.009
919,14.6091,77.6521,Andhra Pradesh,Anantapur,red,2025-12-17,6.26,124.7,18.02,195.6,0.34,1.68,16.6,62.0,13.1,25.0,14.88,0.31,0.0635,0.0962,0.1299,0.2178,0.1951,0.1136,0.2528,0.1555,0.0437
920,14.6441,77.5789,Andhra Pradesh,Anantapur,red,2022-05-22,6.31,159.3,17.59,269.4,0.65,1.71,23.0,54.1,29.8,16.1,13.25,0.11,0.0585,0.0712,0.1076,0.1756,0.1292,0.0607,0.2401,0.1302,-0.0382
921,14.7071,77.5483,Andhra Pradesh,Anantapur,red,2023-11-16,6.75,133.8,19.29,292.1,0.54,1.59,25.8,61.2,18.1,20.6,12.9,0.32,0.0499,0.0771,0.111,0.1641,0.1231,0.0577,0.193,0.1028,-0.0209
922,14.7414,77.6834,Andhra Pradesh,Anantapur,red,2024-11-27,6.73,116.3,14.98,261.3,0.56,1.59,15.1,50.8,27.7,21.5,11.62,0.22,0.0656,0.0901,0.1192,0.2064,0.1879,0.1011,0.2678,0.1584,0.0349
923,14.7122,77.6148,Andhra Pradesh,Anantapur,red,2025-12-11,5.99,168.9,15.64,333.0,0.46,1.77,26.9,57.7,22.4,19.9,14.1,0.25,0.0606,0.082,0.1072,0.1773,0.1214,0.0575,0.2464,0.134,-0.0591
924,14.7612,77.6814,Andhra Pradesh,Anantapur,red,2022-05-12,5.82,180.8,9.8,243.6,0.29,1.63,20.5,58.6,19.1,22.3,11.44,0.18,0.0559,0.0978,0.1325,0.2071,0.1805,0.0962,0.2197,0.1333,0.0432
925,14.7177,77.538,Andhra Pradesh,Anantapur,red,2023-11-23,6.27,141.9,8.64,314.9,0.64,1.73,23.8,58.4,23.7,17.9,12.96,0.3,0.0511,0.071,0.116,0.1731,0.1291,0.0718,0.1975,0.1085,-0.0161
926,14.6166,77.6295,Andhra Pradesh,Anantapur,red,2024-12-12,6.49,126.5,14.94,225.3,0.47,1.73,21.9,70.0,10.2,19.8,14.09,0.31,0.0535,0.0895,0.1158,0.1914,0.1531,0.0741,0.2461,0.1405,-0.0046
927,14.5807,77.5378,Andhra Pradesh,Anantapur,red,2025-11-16,5.65,170.2,9.54,392.6,0.35,1.73,21.4,56.8,21.0,22.3,13.42,0.35,0.0609,0.096,0.1209,0.1958,0.1593,0.0894,0.2365,0.1376,0.0079
928,14.6574,77.5239,Andhra Pradesh,Anantapur,red,2022-05-04,5.71,175.4,11.99,396.0,0.43,1.66,18.0,64.6,5.5,29.9,14.02,0.22,0.0584,0.096,0.1232,0.2084,0.1798,0.1017,0.2569,0.1537,0.0247
929,14.7583,77.6133,Andhra Pradesh,Anantapur,red,2023-04-04,6.24,138.5,16.97,383.7,0.39,1.69,25.7,51.4,21.6,27.0,14.05,0.15,0.057,0.0784,0.1112,0.1682,0.1341,0.0642,0.204,0.1097,-0.0059
930,14.6907,77.5633,Andhra Pradesh,Anantapur,red,2024-05-06,6.35,132.6,9.73,301.6,0.39,1.74,19.7,56.9,18.7,24.4,14.51,0.14,0.0555,0.0808,0.1174,0.1984,0.1635,0.0947,0.2565,0.1489,0.0045
931,14.7491,77.5442,Andhra Pradesh,Anantapur,red,2025-12-20,5.52,226.8,19.7,239.3,0.57,1.62,23.2,55.1,17.5,27.4,15.0,0.12,0.0636,0.0862,0.1163,0.1771,0.1427,0.0653,0.2072,0.1149,0.0037
932,14.5964,77.6425,Andhra Pradesh,Anantapur,red,2022-12-05,5.9,132.7,14.4,265.1,0.32,1.52,14.8,55.5,26.9,17.6,10.71,0.13,0.0622,0.0845,0.1368,0.2286,0.2045,0.124,0.2512,0.1591,0.0503
933,14.6798,77.6231,Andhra Pradesh,Anantapur,red,2023-12-20,5.8,174.0,12.88,353.7,0.55,1.63,19.4,65.4,13.9,20.8,15.0,0.18,0.0541,0.0887,0.1214,0.1853,0.1622,0.0861,0.2083,0.1188,0.0333
934,14.7597,77.5759,Andhra Pradesh,Anantapur,red,2024-12-01,5.69,188.0,9.05,257.7,0.33,1.55,24.6,51.9,30.9,17.2,9.85,0.28,0.0585,0.0892,0.115,0.1773,0.148,0.0811,0.2131,0.1179,0.011
935,14.6648,77.5875,Andhra Pradesh,Anantapur,red,2025-11-08,5.43,195.3,11.03,184.5,0.52,1.6,15.0,66.1,10.4,23.4,14.76,0.21,0.0639,0.0938,0.1173,0.2118,0.1895,0.1077,0.2871,0.171,0.0251
936,14.5896,77.5457,Andhra Pradesh,Anantapur,red,2022-05-03,6.31,130.8,13.43,223.1,0.36,1.46,16.1,56.5,14.8,28.7,15.0,0.2,0.0672,0.1047,0.133,0.2143,0.1889,0.0992,0.2341,0.1439,0.0448
937,14.6133,77.5134,Andhra Pradesh,Anantapur,red,2023-04-20,5.62,137.1,12.1,371.6,0.5,1.52,21.4,56.3,20.4,23.3,12.1,0.2,0.0562,0.0839,0.116,0.1848,0.1511,0.0722,0.2287,0.1289,0.0043
938,14.6191,77.6425,Andhra Pradesh,Anantapur,red,2024-04-25,5.71,218.7,19.19,376.9,0.27,1.53,26.5,69.6,5.6,24.8,14.03,0.3,0.054,0.0904,0.1259,0.1758,0.1411,0.0723,0.1654,0.0934,0.0214
939,14.7511,77.6533,Andhra Pradesh,Anantapur,red,2025-04-17,6.58,160.0,8.14,385.1,0.29,1.54,15.4,54.5,18.3,27.3,15.0,0.1,0.0614,0.1001,0.1273,0.2237,0.2032,0.1222,0.2746,0.1699,0.0423
940,14.615,77.522,Andhra Pradesh,Anantapur,red,2022-05-06,5.61,124.1,17.68,306.3,0.45,1.55,14.3,53.4,30.8,15.9,11.66,0.16,0.0591,0.098,0.1364,0.2111,0.1967,0.1197,0.215,0.1322,0.0673
941,14.685,77.6924,Andhra Pradesh,Anantapur,red,2023-11-26,6.09,105.1,15.49,266.9,0.51,1.64,19.5,51.7,22.0,26.3,15.0,0.2,0.0619,0.0841,0.1017,0.1985,0.1648,0.0792,0.3225,0.1815,-0.022
942,14.6535,77.5597,Andhra Pradesh,Anantapur,red,2024-12-13,6.01,170.8,13.0,357.1,0.49,1.52,24.7,68.7,5.5,25.8,15.0,0.25,0.0526,0.0912,0.1184,0.1801,0.1342,0.067,0.2067,0.1159,-0.0146
943,14.7098,77.5604,Andhra Pradesh,Anantapur,red,2025-05-05,6.07,106.0,8.06,370.3,0.4,1.73,16.4,57.9,21.5,20.6,12.99,0.29,0.0625,0.1004,0.122,0.2071,0.1945,0.1105,0.2586,0.154,0.0487
944,14.7594,77.6845,Andhra Pradesh,Anantapur,red,2022-11-12,6.15,160.0,12.49,271.5,0.26,1.47,19.7,61.0,20.6,18.4,12.09,0.34,0.0708,0.0925,0.1275,0.1995,0.1831,0.0969,0.2202,0.1306,0.0527
945,14.6759,77.5705,Andhra Pradesh,Anantapur,red,2023-05-10,6.34,156.1,13.18,285.0,0.27,1.78,22.2,59.7,18.4,22.0,11.63,0.32,0.0591,0.0852,0.1266,0.1961,0.1573,0.0965,0.2154,0.1267,0.0139
946,14.7397,77.5921,Andhra Pradesh,Anantapur,red,2024-11-10,5.78,196.8,9.06,294.6,0.62,1.46,16.2,74.8,7.7,17.5,9.59,0.2,0.0717,0.0891,0.1153,0.2206,0.1651,0.0973,0.3135,0.189,-0.0348
947,14.7797,77.5307,Andhra Pradesh,Anantapur,red,2025-12-11,6.07,198.6,15.33,300.6,0.4,1.71,26.2,64.6,8.3,27.0,15.0,0.23,0.0568,0.0906,0.1137,0.169,0.1276,0.0617,0.1956,0.106,-0.0157
948,14.7707,77.5389,Andhra Pradesh,Anantapur,red,2022-05-14,6.77,123.1,11.37,266.8,0.51,1.46,17.8,68.1,10.3,21.6,11.19,0.18,0.055,0.0903,0.1172,0.1957,0.1779,0.0942,0.2509,0.1449,0.034
949,14.6238,77.683,Andhra Pradesh,Anantapur,red,2023-05-22,5.7,231.3,8.29,188.2,0.57,1.7,22.6,60.7,11.1,28.2,15.0,0.3,0.0489,0.0821,0.1109,0.1702,0.1414,0.0659,0.211,0.1139,0.0042
950,14.7429,77.5661,Andhra Pradesh,Anantapur,red,2024-11-17,6.88,181.8,19.38,236.8,0.45,1.65,25.9,61.5,22.3,16.2,11.79,0.32,0.0639,0.0856,0.1086,0.1665,0.1333,0.068,0.2105,0.1121,-0.0094
951,14.6818,77.5998,Andhra Pradesh,Anantapur,red,2025-12-02,6.33,137.6,9.17,184.9,0.31,1.62,20.8,67.9,6.9,25.2,15.0,0.18,0.0618,0.0918,0.1241,0.1961,0.1683,0.0833,0.2249,0.1317,0.0287
952,14.7195,77.6012,Andhra Pradesh,Anantapur,red,2022-12-24,5.71,125.2,18.33,234.7,0.63,1.77,15.7,71.6,8.9,19.5,14.37,0.33,0.0644,0.0909,0.1153,0.2167,0.173,0.0928,0.3054,0.1828,-0.0144
953,14.6664,77.5828,Andhra Pradesh,Anantapur,red,2023-04-11,6.84,181.9,16.85,383.7,0.41,1.47,17.2,57.5,19.0,23.5,14.7,0.2,0.0663,0.0951,0.1261,0.205,0.1852,0.104,0.2383,0.1424,0.0441
954,14.613,77.5318,Andhra Pradesh,Anantapur,red,2024-11-19,6.81,169.0,11.67,366.9,0.63,1.55,26.5,55.9,27.3,16.8,11.92,0.25,0.0538,0.0669,0.0998,0.1684,0.1151,0.0519,0.2558,0.1339,-0.0723
955,14.7784,77.5004,Andhra Pradesh,Anantapur,red,2025-05-02,6.23,105.1,7.29,393.4,0.4,1.73,24.3,52.1,31.7,16.2,10.1,0.26,0.0546,0.0791,0.1026,0.1753,0.1469,0.0744,0.2616,0.1402,-0.0115
956,14.6966,77.6976,Andhra Pradesh,Anantapur,red,2022-04-27,5.98,205.3,6.57,376.4,0.3,1.57,23.3,59.2,11.1,29.8,15.0,0.11,0.0587,0.0894,0.1241,0.1855,0.1518,0.0794,0.1983,0.1138,0.0192
957,14.6725,77.6705,Andhra Pradesh,Anantapur,red,2023-05-21,5.78,168.7,17.72,195.8,0.62,1.66,26.4,72.4,0.7,26.8,15.0,0.13,0.0546,0.0847,0.1003,0.1647,0.1193,0.049,0.243,0.1263,-0.0541
958,14.6413,77.6307,Andhra Pradesh,Anantapur,red,2024-12-14,5.98,141.6,8.28,284.0,0.56,1.61,17.3,62.4,14.9,22.7,13.25,0.34,0.0596,0.0819,0.1101,0.2032,0.1676,0.0962,0.2972,0.1717,-0.0098
959,14.6015,77.5898,Andhra Pradesh,Anantapur,red,2025-05-24,5.75,147.2,8.17,197.5,0.57,1.66,18.4,74.6,6.9,18.5,10.42,0.13,0.0584,0.0829,0.1168,0.1935,0.1714,0.0844,0.2472,0.142,0.0262
960,14.7675,77.542,Andhra Pradesh,Anantapur,red,2022-12-21,6.1,191.4,15.02,387.4,0.28,1.64,21.5,67.2,6.3,26.6,12.46,0.25,0.0612,0.088,0.1272,0.1955,0.1651,0.0958,0.2117,0.1245,0.0296
961,23.7718,69.8247,Gujarat,Kutch,desert,2023-05-27,8.75,84.5,5.49,384.2,0.16,1.81,6.0,73.8,19.6,6.6,3.68,0.63,0.0794,0.1215,0.1537,0.2669,0.285,0.19,0.2691,0.1844,0.1169
962,23.7274,69.9577,Gujarat,Kutch,desert,2024-05-02,8.3,175.8,4.06,478.5,0.25,1.93,8.9,78.4,6.9,14.7,9.26,0.65,0.0782,0.1122,0.1511,0.2495,0.2608,0.1618,0.2456,0.1639,0.1111
963,23.7046,69.7605,Gujarat,Kutch,desert,2025-12-25,8.5,177.8,10.17,428.4,0.42,1.83,16.1,82.1,10.5,7.4,5.59,1.01,0.0702,0.0958,0.1349,0.212,0.1968,0.1136,0.2223,0.1366,0.0637
964,23.7524,69.847,Gujarat,Kutch,desert,2022-04-15,8.53,151.7,8.25,513.6,0.4,1.95,9.2,74.2,15.8,10.0,7.01,0.83,0.0717,0.1108,0.1369,0.2433,0.2374,0.1599,0.2799,0.1813,0.0731
965,23.7134,69.8527,Gujarat,Kutch,desert,2023-05-11,7.84,131.2,8.71,538.5,0.44,1.58,16.8,75.8,13.3,10.9,6.18,1.04,0.0647,0.101,0.1302,0.2224,0.1786,0.1099,0.2615,0.1622,0.0105
966,23.6744,69.9243,Gujarat,Kutch,desert,2024-05-13,8.65,171.8,8.64,350.3,0.4,1.55,15.3,75.3,17.5,7.2,6.0,0.47,0.0575,0.0859,0.1327,0.2216,0.1997,0.1203,0.2509,0.1561,0.0486
967,23.7876,69.9138,Gujarat,Kutch,desert,2025-04-16,8.82,135.5,4.13,506.6,0.15,1.84,13.6,71.5,23.0,5.5,4.11,0.98,0.0897,0.11,0.1509,0.2361,0.2384,0.1489,0.2202,0.1441,0.1038
968,23.767,69.7759,Gujarat,Kutch,desert,2022-05-16,7.76,95.7,8.49,328.4,0.45,1.77,8.7,83.2,9.6,7.1,6.94,0.44,0.0679,0.114,0.1458,0.2499,0.2222,0.1466,0.2631,0.1743,0.0546
969,23.8163,69.8219,Gujarat,Kutch,desert,2023-04-03,8.48,148.0,11.25,287.4,0.16,1.62,8.0,85.0,8.7,6.3,3.8,0.34,0.0908,0.1148,0.1601,0.2761,0.2728,0.1763,0.2659,0.1859,0.0973
970,23.6543,69.9132,Gujarat,Kutch,desert,2024-12-17,8.58,108.6,11.55,538.5,0.44,1.6,5.7,87.1,-0.8,13.7,10.0,0.68,0.0614,0.1138,0.1431,0.2649,0.2423,0.159,0.2985,0.2012,0.0555
971,23.7541,69.9539,Gujarat,Kutch,desert,2025-04-03,7.99,161.9,5.51,531.8,0.19,1.84,6.3,75.6,12.8,11.7,6.47,1.12,0.0805,0.1218,0.155,0.2775,0.2731,0.1756,0.2832,0.1971,0.0899
972,23.6507,69.8625,Gujarat,Kutch,desert,2022-12-07,8.95,101.4,6.81,332.3,0.2,1.71,12.7,80.4,11.1,8.4,5.74,0.97,0.0738,0.1117,0.1495,0.2506,0.235,0.1491,0.2527,0.1685,0.0754
973,23.7216,69.8244,Gujarat,Kutch,desert,2023-11-07,8.92,152.7,10.68,528.2,0.2,1.86,11.7,79.7,9.1,11.2,7.25,0.78,0.069,0.1158,0.1499,0.246,0.2316,0.1611,0.2427,0.1609,0.0784
974,23.7227,69.7868,Gujarat,Kutch,desert,2024-04-20,8.41,85.1,6.71,467.4,0.42,1.55,11.8,73.8,20.9,5.4,4.54,0.55,0.0619,0.0991,0.1379,0.2285,0.2126,0.1264,0.2473,0.1569,0.0637
975,23.6792,69.8674,Gujarat,Kutch,desert,2025-12-10,8.27,139.5,4.96,487.6,0.31,1.86,10.7,81.9,5.5,12.7,8.68,0.86,0.0767,0.107,0.1609,0.2426,0.2303,0.146,0.2025,0.1356,0.0961
976,23.825,69.8328,Gujarat,Kutch,desert,2022-12-10,8.51,182.7,11.99,312.6,0.16,1.89,12.2,88.8,5.2,6.1,4.33,1.18,0.0783,0.1133,0.1573,0.246,0.2377,0.1479,0.2199,0.1473,0.0957
977,23.8249,69.9136,Gujarat,Kutch,desert,2023-11-04,7.57,102.1,8.2,417.9,0.37,1.59,8.6,70.5,20.4,9.1,5.47,0.36,0.0597,0.1037,0.1402,0.2466,0.2486,0.1617,0.2751,0.18,0.0869
978,23.7455,69.8981,Gujarat,Kutch,desert,2024-11-18,8.72,109.9,8.33,503.6,0.2,1.87,7.8,86.0,6.9,7.1,4.68,0.77,0.0765,0.1083,0.1536,0.265,0.2646,0.1738,0.2661,0.1819,0.0959
979,23.8189,69.7608,Gujarat,Kutch,desert,2025-12-02,8.75,115.1,6.67,464.6,0.35,1.6,15.6,78.1,15.9,6.0,3.97,0.34,0.063,0.0975,0.1293,0.2239,0.2064,0.119,0.2678,0.1663,0.0497
980,23.8033,69.8862,Gujarat,Kutch,desert,2022-04-16,8.28,143.1,4.66,275.6,0.29,1.81,8.3,80.8,10.5,8.6,6.44,0.79,0.0816,0.108,0.1424,0.2608,0.2495,0.1666,0.2937,0.1966,0.0697
981,23.7853,69.7975,Gujarat,Kutch,desert,2023-05-02,8.22,170.0,4.04,392.6,0.22,1.66,15.7,73.4,14.5,12.1,8.51,1.0,0.059,0.1135,0.1453,0.2197,0.2063,0.1386,0.2038,0.129,0.0797
982,23.8079,69.9014,Gujarat,Kutch,desert,2024-11-21,7.65,112.3,7.29,410.8,0.28,1.66,14.4,77.8,11.1,11.1,8.28,0.84,0.0668,0.1015,0.1296,0.2297,0.2152,0.1366,0.2786,0.1747,0.0536
983,23.7722,69.8062,Gujarat,Kutch,desert,2025-05-24,8.47,159.8,10.52,411.5,0.33,1.94,11.8,72.3,22.7,5.0,4.29,0.49,0.0628,0.0972,0.1419,0.2436,0.2219,0.1504,0.2638,0.1723,0.0585
984,23.6983,69.8494,Gujarat,Kutch,desert,2022-05-24,7.64,109.4,5.68,256.6,0.16,1.83,15.4,77.9,16.4,5.7,3.0,0.64,0.0719,0.113,0.143,0.2202,0.2234,0.1443,0.2126,0.1342,0.0993
985,23.6676,69.8932,Gujarat,Kutch,desert,2023-05-16,8.21,121.9,9.3,503.1,0.34,1.61,16.1,77.4,16.4,6.2,4.4,0.62,0.0625,0.0985,0.133,0.2064,0.2108,0.1172,0.2163,0.1312,0.0911
986,23.8063,69.7881,Gujarat,Kutch,desert,2024-11-06,7.53,130.1,4.48,371.4,0.3,1.67,5.4,71.0,21.3,7.7,6.19,0.64,0.0786,0.1137,0.1585,0.2697,0.2693,0.1751,0.2597,0.1797,0.1005
987,23.7081,69.7921,Gujarat,Kutch,desert,2025-05-15,7.97,142.5,7.59,447.2,0.28,1.66,11.0,85.7,9.1,5.1,4.19,0.7,0.0773,0.1006,0.1498,0.2436,0.2462,0.1543,0.2384,0.1575,0.1006
988,23.768,69.8144,Gujarat,Kutch,desert,2022-11-24,8.84,106.2,11.47,256.2,0.42,1.84,10.8,74.7,20.1,5.2,4.71,0.75,0.0728,0.1047,0.1303,0.2347,0.2293,0.1428,0.286,0.181,0.0666
989,23.8149,69.9444,Gujarat,Kutch,desert,2023-12-17,7.82,174.5,11.66,527.4,0.27,1.89,6.5,89.1,5.2,5.6,3.74,0.8,0.0838,0.1188,0.1509,0.267,0.2691,0.1665,0.2778,0.1897,0.0952
990,23.6802,69.9209,Gujarat,Kutch,desert,2024-05-21,8.32,137.4,5.55,255.8,0.15,1.67,12.8,76.5,8.9,14.6,6.44,0.98,0.0836,0.1151,0.1566,0.2367,0.2439,0.1615,0.2037,0.1345,0.1168
991,23.6782,69.8267,Gujarat,Kutch,desert,2025-05-14,8.15,92.0,5.96,235.1,0.27,1.68,11.6,82.0,4.5,13.4,7.08,0.7,0.0662,0.113,0.1456,0.238,0.2358,0.1515,0.2409,0.1569,0.0906
992,23.828,69.8697,Gujarat,Kutch,desert,2022-05-08,8.03,97.8,7.74,396.5,0.44,1.85,11.7,71.5,23.3,5.2,3.9,0.35,0.0638,0.1061,0.1254,0.2257,0.2193,0.1359,0.2857,0.1768,0.06
993,23.8147,69.8824,Gujarat,Kutch,desert,2023-04-26,8.04,178.2,9.14,513.6,0.37,1.91,8.3,71.9,20.9,7.2,6.52,0.34,0.0675,0.1107,0.1448,0.2558,0.2445,0.161,0.2771,0.1849,0.0738
994,23.7279,69.9585,Gujarat,Kutch,desert,2024-12-11,8.17,106.5,5.34,469.9,0.23,1.84,15.5,84.9,4.1,11.0,6.03,1.13,0.0699,0.1185,0.1402,0.2416,0.2146,0.1242,0.2656,0.1725,0.0491
995,23.8261,69.8743,Gujarat,Kutch,desert,2025-11-07,8.51,81.4,10.03,403.6,0.18,1.62,11.5,74.6,15.4,10.0,6.95,0.95,0.0822,0.1137,0.155,0.2545,0.2468,0.1543,0.243,0.1641,0.0914
996,23.6536,69.9424,Gujarat,Kutch,desert,2022-05-12,7.77,101.6,7.69,438.3,0.2,1.64,13.1,84.7,8.7,6.6,3.66,0.38,0.0771,0.1083,0.1479,0.2327,0.2367,0.1451,0.2228,0.1444,0.1031
997,23.7669,69.9386,Gujarat,Kutch,desert,2023-04-03,7.53,98.6,7.79,222.5,0.34,1.7,13.2,76.0,10.2,13.8,9.97,0.76,0.0779,0.1076,0.1405,0.2356,0.2114,0.1414,0.2529,0.1628,0.0544
998,23.8164,69.9398,Gujarat,Kutch,desert,2024-11-15,8.64,106.8,8.16,403.1,0.38,1.82,6.7,73.1,19.8,7.1,4.95,1.15,0.085,0.1145,0.158,0.2554,0.2494,0.1652,0.2356,0.16,0.0969
999,23.7767,69.9144,Gujarat,Kutch,desert,2025-04-07,8.1,178.8,10.36,312.1,0.2,1.65,11.6,80.7,4.4,15.0,8.85,0.45,0.0756,0.1082,0.1496,0.2504,0.2349,0.1552,0.252,0.168,0.0757
1000,23.6526,69.8559,Gujarat,Kutch,desert,2022-05-02,7.62,172.0,11.21,295.8,0.27,1.83,15.4,80.7,10.5,8.8,6.18,1.15,0.0754,0.1075,0.1479,0.2223,0.2146,0.1236,0.201,0.1282,0.0906
1001,23.7375,69.8119,Gujarat,Kutch,desert,2023-11-18,8.2,176.0,11.08,299.7,0.31,1.77,6.8,74.6,15.0,10.4,7.01,0.57,0.0692,0.109,0.1448,0.2595,0.2583,0.1741,0.2837,0.1903,0.0856
1002,23.7742,69.8693,Gujarat,Kutch,desert,2024-11-15,8.67,102.4,9.09,390.9,0.19,1.8,14.3,78.6,14.7,6.8,3.86,0.32,0.0692,0.0983,0.1474,0.2323,0.2275,0.1446,0.2236,0.1448,0.0911
1003,23.663,69.9084,Gujarat,Kutch,desert,2025-04-03,8.63,159.7,9.53,504.8,0.2,1.84,5.6,86.9,5.3,7.8,5.42,0.33,0.0794,0.1231,0.1593,0.274,0.2924,0.1899,0.2647,0.1843,0.1213
1004,23.7007,69.8358,Gujarat,Kutch,desert,2022-04-26,8.4,175.5,9.05,539.7,0.36,1.56,10.3,86.1,4.1,9.8,5.5,0.39,0.0701,0.1111,0.143,0.2501,0.2457,0.1464,0.2724,0.1799,0.0815
1005,23.6453,69.7951,Gujarat,Kutch,desert,2023-11-17,8.63,92.3,8.61,377.3,0.42,1.75,8.5,85.1,3.5,11.5,8.16,1.11,0.0717,0.1105,0.1519,0.2448,0.2263,0.1472,0.2342,0.1554,0.076
1006,23.6983,69.8323,Gujarat,Kutch,desert,2024-11-17,7.47,127.6,4.02,306.2,0.34,1.65,5.9,77.6,17.0,5.4,4.57,0.58,0.0668,0.1103,0.1524,0.2611,0.2567,0.1744,0.2629,0.1785,0.0906
1007,23.7454,69.9059,Gujarat,Kutch,desert,2025-04-21,8.23,162.9,6.96,236.2,0.19,1.67,9.7,72.5,18.8,8.8,6.42,0.41,0.0789,0.1034,0.1532,0.2593,0.2608,0.173,0.2572,0.1744,0.0992
1008,23.8012,69.8652,Gujarat,Kutch,desert,2022-05-03,8.13,145.5,11.99,474.9,0.29,1.86,12.0,74.8,16.1,9.1,5.64,1.16,0.0841,0.1079,0.1467,0.2385,0.2309,0.1532,0.2383,0.1556,0.0849
1009,23.8224,69.8888,Gujarat,Kutch,desert,2023-12-16,8.26,107.1,11.32,463.7,0.17,1.65,14.6,88.6,-1.6,13.0,8.5,0.95,0.0672,0.1066,0.1548,0.2444,0.2231,0.1439,0.2244,0.1495,0.0762
1010,23.7656,69.9052,Gujarat,Kutch,desert,2024-11-14,8.39,102.9,5.94,442.1,0.41,1.61,13.5,73.9,18.6,7.5,5.58,0.63,0.0689,0.1083,0.1348,0.2328,0.2236,0.1317,0.2666,0.1694,0.0679
1011,23.7224,69.7682,Gujarat,Kutch,desert,2025-12-10,8.54,95.3,7.45,254.4,0.24,1.93,13.4,87.6,7.2,5.2,4.32,0.49,0.0719,0.1111,0.1414,0.2529,0.2301,0.1427,0.2828,0.187,0.0548
1012,23.7387,69.7974,Gujarat,Kutch,desert,2022-05-28,7.85,122.5,5.49,480.3,0.43,1.84,16.2,73.1,15.6,11.3,9.0,0.6,0.0604,0.1023,0.1334,0.2125,0.1944,0.1053,0.2287,0.1403,0.0569
1013,23.7844,69.9062,Gujarat,Kutch,desert,2023-11-08,7.83,126.2,8.61,488.9,0.42,1.75,9.7,71.7,23.1,5.2,4.34,1.12,0.0724,0.1094,0.1514,0.2389,0.2259,0.1428,0.2242,0.1474,0.0839
1014,23.7674,69.7715,Gujarat,Kutch,desert,2024-11-08,8.9,116.7,10.65,240.3,0.32,1.83,16.2,73.6,16.4,10.0,6.5,0.29,0.0593,0.1057,0.1398,0.2219,0.2083,0.1219,0.227,0.1429,0.0711
1015,23.7912,69.778,Gujarat,Kutch,desert,2025-12-17,8.25,101.5,11.07,260.3,0.21,1.84,14.1,89.4,3.4,7.2,4.8,1.02,0.0732,0.1089,0.1459,0.2321,0.2282,0.1415,0.228,0.1473,0.0904
